Name,Desc,SunNeeds,WaterNeeds,Maintenance,Type de Sol,SunNeeds_Score,WaterNeeds_Score,Maintenance_score,saison,plant_categories,min_height_cm,max_height_cm,min_ph,max_ph
Plumeria (Frangipani; Hawaiian Lei Flower),"Plumeria est un genre d’environ 300 espèces de plantes tropicales de la famille des Apocynacées, originaires d’Amérique centrale, du Mexique, d’Amérique du Sud et des Caraïbes. Les fleurs, grandes et parfumées, varient du blanc au rose, rouge, jaune ou multicolore, et apparaissent du printemps au début de l’automne. Très appréciées pour leur parfum et leur esthétique.","Plein soleil, Mi-ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Printemps, Automne, Été","Arbustes, Arbres",975.36,1000.0,,
Protea (Protea),"Protea est un genre d’environ 50 espèces d’arbustes et d’arbres de la famille des Protéacées, originaires principalement d’Afrique australe. Les « fleurs » spectaculaires sont en fait des inflorescences formées de nombreuses petites fleurs tubulaires, entourées de bractées colorées. Exotiques et anciennes, les protéas sont très prisées en fleuristerie.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Printemps, Automne, Été, Hiver","Arbustes, Arbres",1000.0,1005.84,5.5,7.0
Saxifraga (Saxifrage; Rockfoil),"Saxifraga, ou Saxifrage, est un grand genre de plus de 400 espèces de plantes vivaces de la famille des Saxifragacées, répandues dans les régions tempérées, subarctiques et alpines. Les feuilles sont souvent en rosettes, et les petites fleurs, généralement à cinq pétales, se déclinent en blanc, rose, jaune ou rouge. Idéales en rocailles et murets.","Plein soleil, Mi-ombre, Ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Printemps, Automne, Été, Hiver",Vivaces,30.0,30.48,,
Sedum (Stonecrop),"Sedum est un grand genre d’environ 500 espèces de plantes succulentes de la famille des Crassulacées, principalement de l’hémisphère Nord. Elles possèdent des feuilles charnues et des fleurs étoilées de couleur blanche, jaune, rose ou rouge, regroupées en inflorescences serrées. Adaptées aux rocailles, toitures végétalisées et massifs secs.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,"Automne, Été","Annuelles, Vivaces, Arbustes, Cactus - Succulentes",10.16,91.44,,
Ulex (Gorse; Furze),"Ulex, ou Ajonc, est un genre d’environ 15 espèces d’arbustes épineux de la famille des Fabacées, originaires d’Europe de l’Ouest et d’Afrique du Nord-Ouest. Le feuillage est réduit à des épines vertes, et les fleurs papilionacées jaunes apparaissent presque toute l’année, dégageant un léger parfum de noix de coco.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Printemps, Automne, Été, Hiver",Arbustes,300.0,304.8,,
Ursinia (African Daisy),"Ursinia est un genre d’environ 40 espèces annuelles, vivaces ou sous-arbrisseaux de la famille des Astéracées, originaires d’Afrique du Sud. Les fleurs, semblables à des marguerites, aux pétales jaunes, oranges ou pourpres, fleurissent tout au long de la belle saison et attirent les abeilles et autres insectes utiles. Faciles à cultiver, elles conviennent bien aux débutants.","Plein soleil, Mi-ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Printemps, Automne, Été, Hiver","Annuelles, Vivaces",20.0,60.96,,
Xanthisma (Xanthisma),"Xanthisma est un genre d’une dizaine d’espèces de la famille des Astéracées, originaire des États-Unis et du Mexique. Les fleurs, semblables à des marguerites, sont généralement jaunes avec un disque central plus foncé. Elles fleurissent souvent au printemps, mais peuvent aussi refleurir en dehors de cette période. Résistantes à la sécheresse, elles conviennent aux jardins xérophiles.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,"Printemps, Automne, Été, Hiver","Annuelles, Vivaces",60.0,60.96,,
Xeranthemum (Xeranthemum),"Xeranthemum est un genre de 6 espèces annuelles de la famille des Astéracées, originaires du bassin méditerranéen et d’Asie du Sud-Ouest. Ces plantes possèdent un feuillage argenté et des fleurs papyracées, en forme de marguerite, aux couleurs variées (rose, blanc, mauve). Elles sont très prisées pour les bouquets secs et leur floraison estivale.",Plein soleil,Moyenne,Faible,Sable,1.0,1.0,0.0,"Automne, Été",Annuelles,90.0,91.44,,
Xerochrysum (Xerochrysum),"Xerochrysum est un genre de 8 espèces de la famille des Astéracées, originaire d’Australie. Les fleurs dites « immortelles » sont en fait des bractées colorées entourant un cœur de fleurons jaunes. Disponibles en de nombreux coloris (jaune, orange, rose, rouge, blanc), elles sont appréciées pour leur longue tenue en bouquet sec et leur floraison continue.",Plein soleil,Moyenne,Faible,Sable,1.0,1.0,0.0,"Printemps, Automne, Été","Annuelles, Vivaces, Arbustes",20.32,152.4,5.5,7.5
Xerophyllum (Xerophyllum),"Xerophyllum est un petit genre nord-américain de la famille des Mélanthiacées, comprenant deux espèces : Xerophyllum tenax et Xerophyllum asphodeloides. Ces plantes possèdent un feuillage en touffe, linéaire et rigide, et produisent au sommet de longues tiges des épis denses de petites fleurs blanches légèrement parfumées. Elles s’adaptent bien aux sols pauvres et aux conditions difficiles.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,"Printemps, Été","Vivaces, Herbes",50.0,152.4,,
Yucca (Yucca),"Yucca est un genre d’environ 50 espèces de plantes persistantes, arbustives ou arborescentes, de la famille des Asparagacées, originaires d’Amérique du Nord, du Mexique et des Caraïbes. Elles se caractérisent par leurs rosettes de feuilles en forme d’épée et leurs hampes florales portant des clochettes blanches ou crème, souvent parfumées.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,"Printemps, Automne, Été","Arbustes, Arbres, Cactus - Succulentes",60.0,457.2,,
Phormium,"Le Phormium, aussi appelé lin de Nouvelle-Zélande, est une plante robuste et décorative qui tolère bien la sécheresse une fois établie. Il préfère une exposition en plein soleil ou à mi-ombre et s’adapte à différents types de sols bien drainés. Peu exigeant, son entretien se limite à retirer les feuilles mortes ou abîmées pour conserver son aspect esthétique.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,Été,Vivaces,50.0,250.0,5.5,6.5
Cactus Colonnaires (pachycereus),"Les Pachycereus, ou cactus colonnaires, sont des cactus de grande taille qui aiment le plein soleil et tolèrent des conditions arides. Ils nécessitent un sol bien drainé et un arrosage très limité, surtout en hiver. Leur entretien est minimal, se résumant à éviter les excès d’humidité et à les protéger du gel en cas de températures très basses.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Printemps, Été",,100.0,1000.0,5.5,6.5
Marguerites du Cap (Dimorphotheca ecklonis),Les Marguerites du Cap sont des plantes vivaces ou annuelles qui aiment le plein soleil et tolèrent bien la sécheresse une fois établies. Elles préfèrent un sol bien drainé et nécessitent un arrosage modéré. Leur entretien est simple : il suffit de retirer les fleurs fanées pour prolonger la floraison et d’effectuer une légère taille après la floraison pour favoriser une nouvelle pousse.,Plein soleil,"Moyenne, Faible, Faible à moyenne",Faible,Sable,1.0,1.5,0.0,"Printemps, Été","Annuelles, Vivaces",20.0,100.0,5.5,6.5
Coussin de belle-mère (Echinocactus grusonii),"L'Echinocactus grusonii, aussi appelé Coussin de belle-mère, est un cactus sphérique très résistant qui préfère une exposition en plein soleil et un sol bien drainé. Il a des besoins en eau très faibles et doit être arrosé avec parcimonie, surtout en hiver. Son entretien est minimal : éviter l'excès d'humidité et le protéger du gel en hiver si cultivé en extérieur dans une région froide.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,Été,,20.0,150.0,5.5,6.5
Aloe vera,"L'Aloe vera est une plante succulente qui préfère une exposition en plein soleil ou en mi-ombre. Elle nécessite un sol bien drainé et un arrosage très modéré, surtout en hiver. Son entretien est minimal : il suffit d’éviter l’excès d’eau et de retirer les feuilles abîmées au besoin. En plus de son aspect décoratif, elle est appréciée pour ses propriétés médicinales.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,"Printemps, Hiver",,10.0,100.0,5.5,6.5
Aloès arborescent (Aloe arborescens),"L'Aloès arborescent est une plante succulente résistante qui prospère en plein soleil ou en mi-ombre. Il nécessite un sol bien drainé et un arrosage modéré, avec des périodes de sécheresse entre les arrosages. Son entretien est simple : il suffit de protéger la plante du gel en hiver et de retirer les feuilles sèches au besoin. En plus d’être décoratif, il est connu pour ses propriétés médicinales, similaires à celles de l'Aloe vera.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,Hiver,,50.0,300.0,5.5,6.5
Agave (Agave americana),L'Agave americana est une plante succulente robuste qui prospère en plein soleil et dans un sol bien drainé. Elle nécessite très peu d’eau et tolère bien la sécheresse. Son entretien est minimal : il suffit d’éviter les excès d’humidité et de retirer les feuilles mortes ou abîmées. Attention à ses feuilles rigides et pointues qui peuvent être piquantes.,Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,Été,,50.0,200.0,5.5,6.5
Yucca géant (Yucca gigantea),"Le Yucca gigantea, aussi appelé Yucca elephantipes, est une plante ornementale robuste qui prospère sous une exposition en plein soleil ou à mi-ombre. Il préfère un sol bien drainé et nécessite peu d’arrosage, supportant bien la sécheresse une fois établi. Son entretien est minimal : il suffit d’éliminer les feuilles mortes et, si nécessaire, de tailler le tronc pour contrôler sa hauteur. Contrairement à d’autres yuccas, il n’a pas de feuilles rigides et pointues, ce qui le rend plus adapté aux jardins et aux espaces intérieurs. Il tolère des températures fraîches mais doit être protégé du gel intense.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,Été,Arbres,200.0,1000.0,5.5,6.5
Yucca à multiples troncs (Yucca filifera),"Le Yucca filifera est une espèce de yucca à croissance lente qui peut atteindre une taille impressionnante avec plusieurs troncs ramifiés. Il prospère en plein soleil ou à mi-ombre et préfère un sol bien drainé, tolérant même des conditions arides. Très résistant à la sécheresse, il nécessite peu d’arrosage. Son entretien est minimal : il suffit d’éliminer les feuilles mortes pour maintenir un aspect esthétique. Il supporte des températures fraîches mais doit être protégé du gel intense dans les climats rigoureux. Idéal pour les jardins secs, il apporte une touche exotique et architecturale.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,Été,Arbres,200.0,1000.0,5.5,6.5
Cactus Saguaro (Carnegiea gigantea),"Le Cactus Saguaro est un cactus emblématique des déserts nord-américains, connu pour sa silhouette imposante. Il prospère sous une exposition en plein soleil et nécessite un sol très bien drainé, voire aride. Son arrosage doit être très limité, surtout en hiver, car il est adapté aux conditions de sécheresse extrême. Son entretien est minimal : éviter les excès d'humidité et assurer une bonne protection contre le gel dans les régions aux hivers froids. Ce cactus pousse très lentement mais peut atteindre des tailles impressionnantes avec le temps.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Printemps, Été",Arbres,1200.0,1800.0,5.5,6.5
Palmier abricot (Butia capitata),"Le Palmier abricot, aussi appelé Palmier Butia ou Palmier à fruits sucrés, est un palmier rustique qui prospère sous une exposition en plein soleil. Il préfère un sol bien drainé et tolère des périodes de sécheresse une fois bien établi. Son entretien est minimal : un arrosage modéré, une taille occasionnelle des feuilles mortes et une fertilisation légère au printemps. Il est apprécié pour ses fruits comestibles au goût sucré rappelant l’abricot et sa résistance aux températures modérément froides.",Plein soleil,Moyenne,Faible,Sable,1.0,1.0,0.0,"Printemps, Été",Arbres,200.0,1000.0,5.5,6.5
Noline recourbée (Beaucarnea recurvata),"La Noline recourbée, aussi appelée Pied d'éléphant, est une plante résistante et décorative qui apprécie le plein soleil ou la mi-ombre. Elle nécessite un sol bien drainé et un arrosage très modéré, car son tronc renflé stocke l’eau. Son entretien est minimal : éviter les excès d’eau, retirer les feuilles sèches et, si nécessaire, rempoter tous les quelques années. Elle est idéale en intérieur ou en extérieur dans des climats doux.","Plein soleil, Mi-ombre",Faible,Faible,"Sable, Argile léger",1.5,0.0,0.0,Été,Arbres,100.0,600.0,5.5,6.5
Cordyline australe (Cordyline australis),"La Cordyline australe est une plante ornementale résistante qui préfère une exposition en plein soleil ou en mi-ombre. Elle s’adapte bien aux sols bien drainés et nécessite un arrosage modéré, avec un peu plus d’eau en période de croissance. Son entretien est simple : il suffit de retirer les feuilles mortes et, si nécessaire, de tailler la plante pour encourager la ramification. Elle tolère bien la sécheresse et résiste aux conditions côtières.","Plein soleil, Mi-ombre",Moyenne,Faible,"Sable, Limon",1.5,1.0,0.0,Été,"Arbustes, Arbres",100.0,400.0,5.5,6.5
Bougainvillier Marie Palmer (Bougainvillea glabra),"Le Bougainvillier 'Marie Palmer' est une variété de Bougainvillea glabra, connue pour sa floraison abondante et colorée. Il prospère sous une exposition en plein soleil et préfère un sol bien drainé. Très résistant à la sécheresse, il nécessite un arrosage léger une fois établi. Son entretien est minimal : une taille après la floraison permet de favoriser une croissance harmonieuse et une floraison encore plus intense. Sensible au gel, il doit être protégé en hiver dans les régions froides ou cultivé en pot pour être rentré à l'abri.",Plein soleil,Faible,Faible,"Sable, Limon",1.0,0.0,0.0,"Printemps, Automne, Été","Arbustes, Grimpantes",100.0,500.0,5.5,6.5
Bougainvillier La Jolla (Mirabilis jalapa),"Le Bougainvillier 'La Jolla' est une variété compacte de Bougainvillea glabra, idéale pour les petits espaces ou la culture en pot. Il prospère sous une exposition en plein soleil et dans un sol bien drainé. Très résistant à la sécheresse, il nécessite un arrosage léger une fois établi. Son entretien est minimal, consistant principalement à tailler légèrement après la floraison pour maintenir sa forme et stimuler une nouvelle floraison. Il doit être protégé du gel dans les régions aux hivers rigoureux",Plein soleil,Faible,Faible,"Sable, Limon",1.0,0.0,0.0,"Automne, Été","Annuelles, Vivaces",50.0,200.0,5.5,6.5
Palmier des Canaries (Phoenix canariensis),"Le Palmier des Canaries, aussi appelé Dattier des Canaries, est un palmier ornemental majestueux qui prospère sous une exposition en plein soleil et préfère un sol bien drainé. Il nécessite un arrosage modéré, plus fréquent en période de forte chaleur. Son entretien est simple : il suffit d’éliminer les feuilles sèches et de veiller à ce qu’il ne manque pas de nutriments pour favoriser une croissance vigoureuse. Résistant à la sécheresse et tolérant au froid modéré, il est très apprécié dans les jardins méditerranéens et tropicaux.",Plein soleil,Moyenne,Faible,"Sable, Limon",1.0,1.0,0.0,Printemps,Arbres,1000.0,2000.0,6.0,7.5
Palmier éventail mexicain (Washingtonia robusta),"Le Washingtonia robusta est un palmier à croissance rapide qui prospère sous une exposition en plein soleil et préfère un sol bien drainé. Il tolère bien la sécheresse une fois établi, nécessitant un arrosage modéré. Son entretien est minimal : il suffit d’enlever les feuilles sèches pour conserver une belle apparence. Résistant aux températures fraîches, il est largement utilisé pour orner les avenues et jardins dans les climats chauds.",Plein soleil,"Moyenne, Faible, Faible à moyenne",Faible,"Sable, Limon",1.0,1.5,0.0,Été,Arbres,1000.0,2000.0,6.0,7.5
Palmier du Chili (Jubaea chilensis),"Le Palmier du Chili, aussi appelé Palmier à miel, est un palmier majestueux et très résistant qui prospère sous une exposition en plein soleil et préfère un sol bien drainé. Il supporte bien la sécheresse une fois établi et nécessite peu d’arrosage. Son entretien est minimal : il suffit d’éliminer les feuilles sèches de temps en temps. Il est particulièrement apprécié pour sa longévité et sa résistance au froid, tolérant des températures allant jusqu’à -15°C.",Plein soleil,"Moyenne, Faible, Faible à moyenne",Faible,"Sable, Limon",1.0,1.5,0.0,Printemps,"Arbustes, Grimpantes",1000.0,2500.0,6.0,7.5
Faux-poivrier (Schinus terebinthifolia),"Le Faux-poivrier, aussi appelé Poivrier du Brésil, est un arbre ornemental apprécié pour son feuillage persistant et ses baies rouges décoratives. Il prospère sous une exposition en plein soleil ou à mi-ombre et préfère un sol bien drainé. Il est résistant à la sécheresse une fois établi et demande un arrosage modéré. Son entretien est simple : une taille occasionnelle permet de limiter son expansion, car il peut devenir envahissant dans certaines régions. Attention, ses baies ne sont pas comestibles et peuvent être légèrement toxiques.","Plein soleil, Mi-ombre","Moyenne, Faible, Faible à moyenne",Faible,"Sable, Limon",1.5,1.5,0.0,Été,Arbres,200.0,1500.0,5.5,6.5
Palmier à jupon (Washingtonia filifera),"Le Washingtonia filifera, aussi appelé Palmier à jupon de Californie, est un palmier robuste qui prospère sous une exposition en plein soleil et préfère un sol bien drainé. Il tolère bien la sécheresse une fois établi, nécessitant un arrosage modéré. Son entretien est minimal : il suffit d’enlever les feuilles sèches qui forment un ""jupon"" autour du tronc si on souhaite un aspect plus propre. Il résiste mieux au froid que son cousin Washingtonia robusta, tolérant des températures jusqu’à -10°C.",Plein soleil,"Moyenne, Faible, Faible à moyenne",Faible,"Sable, Limon",1.0,1.5,0.0,Été,Arbres,1000.0,2000.0,6.0,7.5
Bougainvillée glabre (Bougainvillea glabra),"La Bougainvillée glabre est une plante grimpante spectaculaire qui prospère sous une exposition en plein soleil et préfère un sol bien drainé. Très résistante à la sécheresse, elle nécessite un arrosage modéré une fois établie. Son entretien est simple : une taille régulière après la floraison permet de stimuler une nouvelle floraison et de contrôler sa croissance. Sensible au gel, elle doit être protégée en hiver dans les régions froides ou cultivée en pot pour être rentrée à l’abri. Elle est appréciée pour ses bractées colorées qui persistent longtemps, apportant une touche exotique aux jardins et aux façades.",Plein soleil,Faible,Faible,"Sable, Limon",1.0,0.0,0.0,"Printemps, Automne, Été","Vivaces, Herbes",200.0,600.0,5.5,6.5
